age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
53,110182.06,659,7257.25,9.77,1.0,11.4,512.27,0,24748.14,Male,Self-Employed,,Car,South,Married,2019,12,2019-07-19,0
61,13426.32,585,3066.98,24.94,4.0,,1303.76,4,2680.55,Male,Retired,Bachelor,Home,East,Single,2016,60,2016-06-16,1
25,28173.51,639,61877.01,30.8,,1.0,6456.58,2,6548.63,Male,Full-Time,,Business,South,Married,2017,48,2017-10-09,1
54,216528.1,565,4539.01,23.03,6.0,1.2,17740.69,9,,Female,Full-Time,Bachelor,Education,South,Married,2017,36,2017-08-04,1
68,75371.69,569,9924.22,16.95,6.0,2.3,5546.22,7,12767.75,Male,Full-Time,Master,Education,West,Divorced,2024,36,2024-05-28,1
58,21876.63,749,12804.29,19.18,1.0,5.1,308.25,0,8088.5,Female,Self-Employed,Master,Home,North,Single,2020,36,2020-06-07,0
25,29072.35,614,17461.5,35.31,2.0,8.1,2821.04,2,6095.07,Male,Full-Time,Master,Medical,Central,Single,2010,48,2010-09-17,1
43,,717,41427.04,42.55,3.0,5.9,203392.22,0,12321.94,Male,Part-Time,High School,Education,East,Single,2013,84,2013-11-24,0
58,79296.27,749,41026.59,23.04,5.0,7.5,246.06,2,21178.65,Female,Unemployed,,Business,South,Single,2020,48,2020-09-28,0
37,63854.96,659,25738.19,18.05,6.0,0.4,1779.45,4,18222.45,Male,Self-Employed,,Home,North,Single,2017,24,2017-12-25,0
56,33714.41,850,22171.66,32.32,1.0,4.2,1214.8,4,7306.34,Female,Full-Time,Master,Car,Central,Married,2015,48,2015-07-28,1
49,79311.72,628,11615.98,47.68,3.0,3.3,594.91,9,14237.92,Female,Full-Time,Master,Car,East,Married,2019,36,2019-03-20,1
22,135522.96,750,15666.37,3.56,0.0,3.6,3727.22,5,26433.38,Female,Full-Time,High School,Home,Central,Divorced,2018,36,2018-08-07,0
62,104902.61,726,12701.49,44.7,4.0,8.0,3205.99,5,18594.49,Non-Binary,Part-Time,Bachelor,Personal,Central,Married,2023,36,2023-04-07,0
64,41896.69,665,3557.34,32.72,3.0,5.5,2514.09,3,8781.63,Female,Full-Time,,Car,West,Married,2015,24,2015-02-25,0
57,84814.47,657,27269.12,7.09,1.0,1.6,1365.24,0,28576.77,Female,Full-Time,High School,Business,Central,Divorced,2021,36,2021-12-26,1
32,116343.8,676,17208.59,30.72,6.0,2.9,1859.35,5,21844.41,Female,Unemployed,Bachelor,Personal,South,Married,2019,12,2019-04-12,0
18,31055.91,736,9912.97,50.45,1.0,1.0,4289.08,6,7130.05,Non-Binary,Self-Employed,Master,Personal,South,Married,2014,60,2014-01-23,1
26,47597.66,630,18846.8,36.9,2.0,3.3,7363.56,4,11852.71,Male,Full-Time,Bachelor,Medical,West,Single,2012,12,2012-03-27,1
28,57442.96,681,18135.21,16.59,6.0,14.4,523.9,5,17725.23,Female,Retired,Master,Home,Central,Married,2019,36,2019-04-23,0
37,116900.74,738,15189.2,78.11,5.0,6.8,815.56,4,22804.71,Female,Full-Time,Bachelor,Home,East,Single,2016,36,2016-05-20,1
21,55648.58,593,27369.48,51.12,4.0,3.4,16727.9,9,18217.96,Female,Full-Time,Bachelor,Business,South,Single,2015,36,2015-08-18,0
39,100363.23,662,11312.26,48.7,3.0,0.5,25742.11,9,27254.45,Male,Self-Employed,,Home,East,Married,2023,48,2023-08-22,1
72,56550.6,721,6511.09,33.18,5.0,,9794.57,2,17844.0,Female,Self-Employed,PhD,Business,North,Married,2019,60,2019-06-26,0
74,24069.13,634,10879.85,51.82,1.0,2.0,11227.66,1,6481.41,Male,Self-Employed,Bachelor,Car,West,Single,2021,36,2021-01-04,1
66,58953.19,486,15236.42,13.91,0.0,10.4,2405.76,9,21752.76,Male,Part-Time,High School,Personal,South,Single,2015,84,2015-05-19,1
71,45744.94,686,9638.74,60.51,1.0,1.3,1574.19,9,12304.12,Female,Full-Time,Bachelor,Personal,North,Married,2014,48,2014-01-21,1
74,50736.21,537,3670.61,19.51,2.0,4.4,2667.55,8,15483.2,Male,Part-Time,Master,Business,East,Married,2018,48,2018-11-23,0
67,67692.62,648,6703.37,22.26,3.0,4.5,3734.56,4,12424.84,Female,Full-Time,Bachelor,Home,South,Married,2023,48,2023-05-13,0
70,93185.29,721,6941.1,71.59,6.0,0.4,9635.58,6,24084.48,Male,Full-Time,High School,Home,Central,Married,2018,12,2018-08-24,1
45,26828.95,666,53480.96,22.2,4.0,17.2,1543.28,8,6258.52,Male,Part-Time,High School,Home,West,Married,2017,36,2017-08-17,1
60,52221.04,579,5046.4,34.69,5.0,4.2,4649.87,4,15163.74,Male,Unemployed,,Business,Central,Divorced,2016,60,2016-03-02,0
31,58917.65,653,12026.9,27.61,0.0,,3978.32,2,14011.94,Male,Full-Time,Master,Business,South,Married,2016,60,2016-05-05,0
51,38914.75,405,1740.28,18.49,1.0,,3118.61,4,10203.06,Male,Part-Time,High School,Car,Central,Single,2017,36,2017-05-18,0
58,60192.26,606,4637.35,23.06,6.0,1.5,2728.97,3,13402.21,Female,Unemployed,High School,Personal,South,Married,2010,60,2010-05-28,0
61,33471.53,670,18863.18,62.27,1.0,5.3,,0,8857.57,Female,Full-Time,High School,Medical,South,Married,2014,48,2014-02-12,0
70,202763.44,649,25901.19,16.66,4.0,1.8,17447.6,9,56457.9,Female,Part-Time,Bachelor,Car,South,Married,2022,24,2022-08-18,1
49,40270.96,674,13814.48,59.21,3.0,2.4,1157.96,1,7125.84,Female,Self-Employed,Master,Car,West,Divorced,2019,36,2019-03-21,0
69,80202.3,610,7524.17,22.72,3.0,4.2,2677.46,4,18304.78,Female,Self-Employed,Master,Car,East,Divorced,2013,48,2013-12-09,0
71,26451.14,585,7126.95,21.94,2.0,1.6,6591.59,1,10093.97,Female,Self-Employed,High School,Car,North,,2014,24,2014-08-15,0
51,49522.77,614,15326.98,17.48,3.0,5.7,4459.96,9,10456.68,Male,Full-Time,High School,Home,Central,Single,2014,48,2014-02-03,0
68,30118.73,597,16583.75,5.36,6.0,,14301.97,1,9341.42,Female,Self-Employed,Bachelor,Medical,North,Divorced,2020,48,2020-06-20,0
30,37901.5,516,8750.95,20.07,2.0,1.7,1200.65,3,7028.77,Female,Full-Time,Bachelor,Education,South,Single,2015,48,2015-05-16,1
22,104765.97,797,6371.87,34.54,5.0,8.9,647.05,7,,Female,Full-Time,,Home,South,Single,2017,48,2017-05-24,0
58,77686.63,674,11079.73,17.21,6.0,2.4,1582.41,6,24982.87,Male,Full-Time,PhD,Business,North,Married,2014,36,2014-03-14,0
37,38750.8,685,22487.61,27.19,6.0,1.8,19197.24,2,8527.1,Female,Self-Employed,High School,Medical,West,Married,2022,84,2022-07-03,0
61,82513.36,623,11405.44,12.53,2.0,5.3,7877.01,0,29479.76,Female,Full-Time,Bachelor,Medical,South,Married,2022,24,2022-02-24,0
36,93496.56,720,7424.44,7.5,2.0,2.5,294.38,4,31599.54,Female,Part-Time,Bachelor,Car,North,Single,2015,36,2015-04-26,1
54,,608,10135.01,18.41,4.0,4.2,4257.08,0,12667.9,Female,Part-Time,,Car,West,,2015,48,2015-11-03,0
23,36604.8,752,20415.81,21.95,1.0,2.1,25924.77,5,6631.74,Male,Full-Time,Bachelor,Home,West,Married,2018,84,2018-06-01,0
30,40563.91,820,26933.5,8.56,6.0,16.4,21322.38,7,15772.73,Female,Unemployed,,Business,South,Married,2017,60,2017-11-20,0
49,13508.79,591,31131.41,6.67,2.0,2.7,8434.86,0,,Female,Self-Employed,PhD,Personal,North,Married,2014,60,2014-11-22,0
52,,538,13026.47,47.7,0.0,2.3,6256.58,3,14769.02,Female,Full-Time,Bachelor,Home,North,Married,2023,36,2023-03-14,1
26,22571.8,719,23196.41,75.95,2.0,6.1,2048.74,1,4028.84,Male,Unemployed,,Business,Central,Divorced,2010,48,2010-06-09,0
54,35492.68,646,15732.83,42.36,3.0,4.8,3756.92,3,,Female,Full-Time,High School,Medical,Central,Single,2013,60,2013-09-25,1
67,35321.17,717,42053.84,8.89,0.0,2.1,1134.88,3,6862.01,Female,Retired,High School,Personal,South,Married,2016,36,2016-06-11,0
54,54727.54,680,5632.01,39.16,3.0,0.8,25434.32,9,15283.83,Female,Self-Employed,High School,Medical,East,Single,2019,48,2019-11-03,0
19,88496.09,585,12534.7,12.04,4.0,3.1,,9,16348.48,Female,Full-Time,Bachelor,Business,West,,2021,84,2021-01-22,0
74,64545.35,709,9698.05,39.66,,10.5,8662.27,4,21862.96,Female,Self-Employed,Bachelor,Business,South,Married,2023,60,2023-03-25,0
25,53643.44,646,29869.06,60.77,5.0,4.8,5898.19,4,17909.33,Male,Unemployed,High School,Personal,West,Married,2023,36,2023-09-02,1
69,33517.03,758,4819.51,24.79,5.0,6.0,,5,6905.35,Male,Full-Time,,Home,North,Married,2015,48,2015-10-28,0
67,101989.21,647,121881.88,17.78,5.0,7.2,4607.83,2,29914.64,Female,Full-Time,,Business,West,Divorced,2013,48,2013-02-16,0
72,31271.71,713,20399.56,19.01,6.0,4.1,12378.95,1,12162.02,Male,Full-Time,PhD,Home,Central,Married,2020,48,2020-01-25,0
31,,634,18809.83,36.91,6.0,3.5,9371.59,9,8394.66,Female,Part-Time,PhD,Personal,West,Single,2017,60,2017-01-22,1
43,15155.74,655,4504.91,21.96,3.0,3.4,21055.51,5,3835.73,Male,Full-Time,Bachelor,Education,Central,Divorced,2023,84,2023-02-16,0
66,87229.7,602,15941.01,35.55,2.0,0.9,1445.13,7,20240.6,Male,Full-Time,Bachelor,Home,South,Married,2011,36,2011-05-22,1
48,85667.5,506,6122.88,46.72,4.0,1.9,9727.4,2,18410.68,Male,Full-Time,High School,Car,South,Single,2019,24,2019-04-14,1
60,62558.33,649,30511.68,57.87,1.0,0.4,1787.29,1,13984.19,Male,Unemployed,Bachelor,Education,Central,Divorced,2020,60,2020-08-01,0
69,29324.11,597,17026.79,18.98,5.0,4.0,16421.62,0,10777.98,Male,Full-Time,Master,Business,Central,Married,2013,36,2013-03-06,0
43,29646.87,599,37453.37,26.28,3.0,17.6,5423.37,6,7326.8,Female,Full-Time,High School,Business,North,Married,2020,36,2020-02-04,1
69,23784.02,652,12790.49,6.23,3.0,,17859.22,9,6582.64,Male,Retired,Master,Car,Central,Married,2017,48,2017-07-25,0
40,14030.38,826,18346.04,45.89,6.0,0.9,2496.77,9,3080.48,Male,Self-Employed,Bachelor,Personal,East,,2022,60,2022-07-03,1
46,39386.44,449,15804.9,23.66,5.0,1.7,15664.93,4,7655.99,Male,Retired,Master,Education,South,Single,2018,48,2018-06-02,1
66,77040.98,664,8002.88,9.39,1.0,0.7,3208.28,3,27368.84,Female,Unemployed,Bachelor,Business,West,Married,2011,60,2011-11-07,1
57,84193.62,827,15623.81,63.33,1.0,8.3,2690.24,8,27582.3,Male,Full-Time,Master,Home,West,Single,2022,36,2022-05-22,0
30,28417.39,773,4269.34,54.13,0.0,3.3,5420.1,1,7079.7,Male,Retired,Bachelor,Car,Central,Divorced,2020,60,2020-10-19,0
42,64887.94,447,17214.39,26.61,,0.6,20455.54,2,20966.76,Male,Self-Employed,Master,Car,Central,Married,2021,60,2021-06-04,1
72,60267.93,661,1603.87,15.51,0.0,2.3,204595.58,8,15401.36,Male,Part-Time,High School,Home,Central,Divorced,2011,60,2011-06-20,0
69,26085.2,602,8026.07,34.72,4.0,20.0,,4,5152.57,Female,Full-Time,Bachelor,Education,North,Single,2018,48,2018-04-16,0
57,23853.56,595,24165.02,10.39,2.0,12.8,17618.47,5,5380.47,Female,Full-Time,Bachelor,Business,West,Single,2023,84,2023-10-19,1
37,19393.96,512,4645.66,18.22,4.0,2.5,6326.89,8,5462.3,Male,Self-Employed,High School,Personal,West,Single,2017,12,2017-01-14,1
37,152005.96,556,18437.62,17.42,3.0,4.4,2416.72,0,25791.09,Female,Full-Time,PhD,Personal,North,,2021,84,2021-01-15,1
25,108801.98,621,8445.64,49.57,5.0,0.3,1225.58,4,,Female,Full-Time,Bachelor,Home,East,Divorced,2018,36,2018-08-18,1
53,37152.53,693,7693.79,19.58,5.0,0.5,14102.58,1,12199.67,Male,Self-Employed,High School,Education,East,Single,2018,24,2018-07-25,0
24,48186.03,648,12927.32,9.77,3.0,0.7,1707.59,0,12404.83,Female,Full-Time,High School,Home,North,Single,2012,60,2012-08-07,1
40,50373.59,599,23589.29,60.46,0.0,14.3,15217.94,0,9851.36,Male,Full-Time,Bachelor,Home,North,Single,2017,84,2017-10-26,1
28,,634,15552.71,23.37,0.0,2.9,640.6,1,9851.81,Female,Full-Time,,Medical,West,Married,2021,24,2021-05-08,0
18,89914.42,659,7205.88,10.86,5.0,0.0,2900.4,8,23291.14,Female,Full-Time,Bachelor,Medical,West,Married,2019,60,2019-07-15,1
51,27380.24,732,24716.19,12.29,5.0,,15639.54,8,6520.82,Male,Full-Time,High School,Business,North,Married,2021,60,2021-10-13,1
54,43166.35,506,5864.11,8.16,5.0,6.1,4558.82,7,7241.96,Male,Full-Time,Bachelor,Car,North,Single,2014,60,2014-03-03,1
20,50553.45,616,23416.34,33.87,1.0,0.3,3227.23,4,9024.0,Female,Full-Time,PhD,Car,North,Married,2017,36,2017-03-15,1
34,158439.74,756,9330.3,58.01,2.0,,1129.91,2,29740.31,Male,Full-Time,High School,Business,West,Married,2022,60,2022-09-14,0
59,129113.94,452,7204.02,27.44,0.0,1.1,2561.37,2,21900.49,Male,Full-Time,Bachelor,Education,West,Single,2023,84,2023-12-23,1
62,24951.38,674,7330.43,8.61,,3.5,45676.18,6,6557.83,Male,Full-Time,,Personal,South,Single,2011,36,2011-03-03,0
33,104264.8,451,21862.81,20.5,3.0,4.1,2231.84,5,,Male,Full-Time,High School,Car,West,Single,2018,84,2018-06-18,1
43,36813.9,609,8605.78,39.89,5.0,5.9,13137.46,5,8662.83,Female,Self-Employed,Bachelor,Home,East,Married,2019,60,2019-06-09,0
52,34308.58,568,9706.25,35.9,6.0,15.6,4397.13,3,9694.57,Male,Full-Time,,Home,West,,2020,60,2020-04-25,1
40,117404.27,565,35286.41,18.26,4.0,1.4,1643.53,1,27880.28,Male,Unemployed,PhD,Home,East,,2016,12,2016-01-10,1
42,,579,31470.69,31.37,4.0,6.1,6353.68,9,12342.92,Female,Retired,Bachelor,Business,West,Single,2023,12,2023-06-23,0
46,223053.42,669,23098.61,39.03,3.0,1.2,130439.69,3,,Female,Full-Time,Bachelor,Personal,North,Single,2024,48,2024-07-21,0
73,36133.76,700,12197.54,27.81,0.0,5.6,4138.33,8,7733.1,Male,Full-Time,PhD,Home,East,Married,2023,60,2023-03-17,0
68,44651.75,697,23391.51,52.15,2.0,1.4,1980.47,1,7738.36,Male,Full-Time,Master,Car,Central,Divorced,2014,36,2014-03-21,1
54,15334.9,620,2984.42,6.29,2.0,1.2,3990.04,8,4635.47,Female,Full-Time,Master,Home,Central,Widowed,2022,36,2022-04-28,0
68,103202.98,560,3362.32,41.82,5.0,40.0,4741.19,8,19931.06,Male,Self-Employed,High School,Home,South,Divorced,2013,24,2013-05-25,1
46,164433.64,545,5232.88,63.45,4.0,,8172.03,9,34081.98,Male,Self-Employed,Master,Car,West,Single,2013,60,2013-10-08,1
41,87617.77,655,2062.9,32.98,0.0,2.0,3041.72,0,14624.1,Male,Part-Time,Bachelor,Education,South,Married,2012,24,2012-03-06,0
65,24677.62,682,10793.57,62.83,2.0,6.4,3728.26,5,8418.69,Male,Self-Employed,Bachelor,Personal,East,Married,2018,48,2018-03-14,0
60,61474.53,718,6686.11,12.26,0.0,2.7,25884.39,1,11591.21,Male,Part-Time,High School,Car,East,Married,2019,36,2019-09-28,1
59,58596.62,850,10280.92,42.42,,5.5,18573.74,8,11727.74,Male,Unemployed,Bachelor,Home,West,Single,2016,36,2016-07-07,0
35,47601.79,766,21209.55,45.44,3.0,1.4,,6,13227.26,Female,Part-Time,Bachelor,Business,North,Divorced,2017,24,2017-06-10,1
56,43639.21,676,7058.26,33.11,2.0,7.4,1354.11,4,15295.32,Female,Self-Employed,,Business,Central,,2010,36,2010-09-20,0
54,25160.05,592,49374.98,21.45,6.0,4.9,5860.69,7,7744.38,Female,Full-Time,Bachelor,Home,Central,,2022,36,2022-01-06,1
37,,627,27161.64,74.3,6.0,,,7,31016.0,Male,Full-Time,High School,Home,West,Widowed,2013,60,2013-03-06,1
32,46367.06,730,19246.9,7.26,3.0,3.3,8218.43,8,10316.48,Male,Part-Time,High School,Home,West,Married,2017,36,2017-06-16,0
74,39212.73,693,16336.24,52.23,6.0,0.2,1663.83,9,6563.35,Male,Full-Time,Master,Personal,West,Single,2023,48,2023-09-20,1
62,33424.59,619,8750.13,13.73,1.0,20.3,8793.64,2,10889.05,Male,Full-Time,Master,Medical,North,Married,2015,84,2015-11-25,1
60,15142.49,631,9835.82,25.81,2.0,1.1,3564.88,3,3677.06,Female,Part-Time,High School,Home,North,Single,2024,48,2024-12-28,0
56,54211.1,613,77851.42,39.78,6.0,8.9,,4,12741.09,Male,Part-Time,High School,Education,Central,Married,2017,36,2017-12-24,1
44,53644.3,679,4770.25,1.74,4.0,1.1,10081.12,7,10932.29,Male,Unemployed,Bachelor,Personal,East,Married,2021,36,2021-11-27,1
30,23474.18,550,12003.49,55.91,1.0,5.2,8041.38,2,9171.95,Female,Full-Time,,Personal,Central,Married,2018,48,2018-03-07,1
32,31071.38,648,11297.87,41.7,1.0,1.7,1056.31,6,5284.01,Male,Full-Time,PhD,Education,East,Married,2024,60,2024-07-16,0
25,130543.13,771,4637.85,22.4,0.0,9.0,20346.59,2,40729.6,Female,Full-Time,Bachelor,Car,East,Married,2022,36,2022-12-02,0
72,194921.41,523,6628.67,16.27,4.0,18.5,2052.71,5,,Female,Full-Time,Master,Home,South,,2017,48,2017-02-08,0
40,35186.76,592,5178.76,62.85,0.0,6.6,8175.36,3,6656.72,Female,Retired,Master,Personal,South,Single,2019,60,2019-03-19,1
52,53182.91,622,5174.67,32.8,1.0,9.7,,0,,Female,Retired,Bachelor,Home,East,Married,2020,36,2020-10-10,0
64,47726.56,489,31853.04,18.79,,14.8,9467.25,2,,Female,Full-Time,Master,Business,North,Widowed,2020,36,2020-01-28,0
62,44156.57,621,14911.71,53.28,3.0,1.2,3431.99,0,15916.72,Female,Full-Time,Bachelor,Home,West,Married,2022,48,2022-01-01,1
34,25043.47,637,9992.38,11.7,4.0,11.7,4115.19,9,,Female,Retired,PhD,Car,Central,Married,2012,48,2012-07-14,0
49,89735.31,607,11937.63,53.63,1.0,17.1,8503.58,8,17181.02,Female,Self-Employed,High School,Home,North,,2018,84,2018-08-14,1
41,43633.21,687,14624.08,13.28,3.0,0.3,2934.52,0,11555.29,Female,Full-Time,High School,Medical,Central,Single,2019,12,2019-02-18,1
31,34316.69,801,10004.2,19.09,5.0,10.7,22036.47,1,10914.02,Female,Unemployed,High School,Home,West,Single,2022,36,2022-06-12,0
72,14416.99,728,4849.41,58.16,3.0,2.3,776.76,3,2964.75,Male,Retired,Bachelor,Education,North,,2019,36,2019-12-08,1
20,20485.78,792,23131.8,21.02,1.0,3.0,1578.57,9,3722.86,Female,Full-Time,,Education,Central,Single,2020,36,2020-08-16,0
32,84849.55,689,1709.31,24.6,5.0,0.8,,0,33743.4,Male,Full-Time,PhD,Home,East,Married,2023,84,2023-09-27,0
69,27262.12,649,6264.35,39.31,2.0,3.3,406.7,1,5414.24,Female,Full-Time,Bachelor,Education,Central,Married,2016,36,2016-09-17,1
34,86525.24,801,10323.53,27.92,2.0,2.5,6354.18,9,19466.12,Female,Full-Time,Master,Medical,North,Married,2017,24,2017-10-01,0
24,36653.81,648,9346.21,29.82,3.0,3.3,6291.88,3,7163.45,Female,Full-Time,High School,Home,West,Married,2013,36,2013-11-15,0
31,99098.65,582,18457.32,15.16,0.0,6.4,,1,18109.49,Female,Full-Time,Master,Education,Central,Married,2016,36,2016-09-04,0
34,94151.11,636,14741.22,56.97,4.0,6.9,,4,27341.12,Female,Full-Time,Master,Medical,East,Married,2012,60,2012-07-01,1
30,53490.78,718,10920.69,6.45,1.0,0.3,5123.73,0,20050.83,Male,Full-Time,Master,Personal,Central,Widowed,2017,12,2017-09-24,0
65,49053.91,806,32376.42,9.66,4.0,0.4,2437.7,7,,Female,Part-Time,,Medical,West,Divorced,2020,48,2020-10-16,0
19,19537.27,779,4522.07,3.23,5.0,3.4,2405.21,9,5090.29,Female,Full-Time,,Car,North,,2012,60,2012-03-08,0
38,35876.35,775,5349.19,24.0,6.0,6.1,2202.71,2,6232.87,Male,Full-Time,,Education,Central,Married,2018,84,2018-03-05,0
34,35966.57,663,12926.52,8.03,1.0,13.4,,7,7435.91,Male,Full-Time,High School,Education,North,Married,2024,84,2024-11-25,0
28,27625.06,713,4091.51,61.44,5.0,0.4,,2,10872.44,Female,Full-Time,Bachelor,Medical,West,Married,2013,36,2013-06-28,1
60,34109.04,690,15199.45,71.17,5.0,16.5,24280.17,6,8565.79,Female,Retired,,Medical,North,Single,2015,60,2015-02-14,1
65,21001.54,718,30677.35,68.97,5.0,1.4,2935.41,0,4991.89,Male,Full-Time,High School,Medical,East,Married,2018,48,2018-01-10,1
65,23018.37,750,33615.1,6.58,1.0,1.6,8279.53,7,8179.44,Male,Full-Time,High School,Home,West,,2018,84,2018-02-24,1
59,48597.91,565,21479.71,38.8,6.0,1.5,18619.62,4,15480.24,Female,Self-Employed,PhD,Car,Central,,2014,12,2014-09-26,1
32,59691.67,596,12417.66,33.38,2.0,1.3,248.16,5,12851.56,Female,Full-Time,Master,Home,North,Married,2015,48,2015-02-24,0
35,96293.93,667,4012.73,30.17,2.0,8.4,1865.21,3,18461.45,Female,Full-Time,,Education,West,Married,2022,36,2022-02-02,1
74,38528.51,673,7847.05,24.11,3.0,0.4,,0,15388.71,Female,Part-Time,High School,Home,Central,Married,2024,60,2024-07-01,0
27,,513,5996.99,22.82,2.0,1.3,18045.38,8,13912.67,Non-Binary,Unemployed,,Car,North,Married,2015,84,2015-10-19,1
48,68035.08,470,15094.96,7.85,1.0,0.7,555.33,2,12176.92,Male,Retired,High School,Education,South,Married,2016,36,2016-05-19,1
72,108284.21,709,14008.35,29.55,3.0,3.7,2396.76,4,31728.51,Male,Retired,High School,Car,Central,Married,2016,48,2016-07-14,0
53,24519.36,828,28806.29,30.37,1.0,5.5,4212.1,1,5382.19,Male,Self-Employed,High School,Home,South,,2015,36,2015-11-07,0
66,50037.54,720,4700.88,14.09,,4.8,868.27,2,17883.5,Male,Full-Time,High School,Business,West,Married,2024,36,2024-09-16,0
64,25131.79,662,50795.13,16.71,0.0,0.7,7701.69,9,8401.49,Male,Full-Time,Bachelor,Education,Central,Married,2019,48,2019-12-24,1
52,39443.73,692,15744.25,21.92,1.0,3.9,2053.84,5,,Female,Part-Time,Master,Car,West,Married,2019,60,2019-10-15,0
62,40701.97,618,14234.2,46.5,0.0,1.9,1076.45,3,8808.32,Male,Retired,High School,Education,North,Married,2017,36,2017-11-24,1
22,165013.41,739,4217.43,44.21,5.0,4.4,13297.17,4,31026.43,Female,Full-Time,Master,Medical,Central,,2023,36,2023-10-16,0
51,33242.44,637,31643.31,11.24,3.0,10.9,3598.49,4,13056.3,Female,Full-Time,,Medical,Central,Single,2019,36,2019-12-26,0
49,67586.82,545,14237.01,16.94,2.0,7.3,1043.97,0,14341.34,Male,Full-Time,Bachelor,Education,South,Single,2019,36,2019-02-19,0
51,74483.38,695,70639.96,30.04,1.0,6.7,17531.76,3,27455.2,Male,Full-Time,Bachelor,Personal,East,Married,2010,48,2010-08-18,0
51,,506,10795.61,21.93,4.0,7.6,15822.64,4,7570.61,Male,Full-Time,Bachelor,Business,East,Single,2018,36,2018-11-25,0
28,52999.8,410,12000.05,12.71,0.0,11.0,3170.97,2,9567.5,Male,Part-Time,Bachelor,Car,South,Single,2021,36,2021-10-06,0
44,83903.36,605,15583.47,15.04,4.0,0.3,7519.5,4,26608.2,Female,Full-Time,,Home,South,Single,2015,48,2015-01-22,0
73,69866.66,646,14708.57,48.51,2.0,17.3,3167.84,0,11993.18,Male,Full-Time,PhD,Personal,South,Single,2018,24,2018-02-07,0
33,30215.75,775,5734.93,21.62,,3.7,19392.09,3,6237.13,Female,Part-Time,Master,Home,West,Single,2016,36,2016-08-22,0
20,72198.52,652,6317.98,29.94,1.0,0.0,531.44,9,25762.45,Female,Self-Employed,Bachelor,Car,North,Married,2019,60,2019-12-11,0
69,86820.17,468,65174.24,8.44,1.0,4.1,2493.11,2,18028.86,Male,Retired,Master,Education,West,,2013,60,2013-07-10,1
68,30021.75,850,6644.26,51.02,5.0,0.3,5033.96,0,5762.29,Male,Full-Time,,Business,North,Widowed,2012,60,2012-11-27,1
68,70127.42,765,11077.08,19.32,1.0,0.4,3400.01,4,,Male,Retired,Master,Medical,East,Married,2017,48,2017-01-16,0
36,24159.18,712,10986.36,32.87,3.0,8.3,2901.54,3,8874.75,Male,Full-Time,Master,Personal,West,Single,2024,60,2024-02-08,0
71,77469.62,780,1981.3,17.64,2.0,18.2,2861.23,7,16054.93,Female,Self-Employed,High School,Medical,North,Married,2019,60,2019-11-01,0
18,58844.0,749,6150.88,46.12,4.0,6.6,3564.66,0,16931.71,Male,Part-Time,,Medical,North,,2013,36,2013-07-12,0
28,,595,8596.16,24.54,4.0,4.3,4638.17,6,,Female,Part-Time,High School,Home,Central,,2022,36,2022-09-16,0
37,32105.27,589,6286.08,21.87,1.0,6.4,17472.35,7,5696.03,Male,Self-Employed,PhD,Home,South,,2010,36,2010-10-25,1
24,89254.89,639,37984.51,50.16,5.0,7.9,7095.26,8,20385.44,Female,Self-Employed,Bachelor,Personal,West,Single,2019,24,2019-09-05,1
49,21292.52,517,17365.45,27.46,6.0,5.0,1073.1,5,3783.08,Female,Full-Time,High School,Home,East,Widowed,2011,36,2011-02-17,1
26,36571.98,748,15790.17,27.18,0.0,9.8,3102.27,9,,Male,Full-Time,PhD,Medical,West,,2017,12,2017-12-28,0
44,73738.04,780,15812.91,19.83,1.0,5.2,24232.38,3,25482.61,Female,Full-Time,High School,Home,North,Single,2021,48,2021-06-11,0
46,41365.87,716,21583.57,6.49,6.0,4.8,10576.43,8,10303.61,Male,Part-Time,High School,Business,South,Divorced,2017,36,2017-11-04,0
68,12688.23,570,38605.0,42.22,4.0,23.8,4869.41,5,3183.11,Male,Retired,High School,Personal,West,Divorced,2013,84,2013-12-10,1
62,13674.56,653,10114.48,37.53,6.0,0.6,1677.16,7,3046.26,Male,Part-Time,High School,Business,East,Married,2011,36,2011-05-17,1
19,31844.63,602,5830.18,14.21,0.0,2.8,1089.31,8,11886.14,Female,Part-Time,Master,Personal,Central,Married,2020,36,2020-03-06,0
53,113560.7,612,29478.39,40.96,5.0,0.1,3387.85,2,22868.96,Male,Full-Time,Bachelor,Business,West,Married,2011,36,2011-12-05,0
64,65154.38,746,22182.77,5.55,5.0,30.7,780.92,2,20955.89,Female,Full-Time,Bachelor,Business,West,Divorced,2023,60,2023-06-23,0
56,44832.06,650,19723.42,42.55,0.0,10.1,3641.84,7,,Female,Unemployed,High School,Personal,Central,Married,2020,48,2020-12-06,0
43,39169.49,614,3531.09,5.52,4.0,0.3,10001.81,5,8513.67,Female,Part-Time,Bachelor,Personal,South,Married,2010,84,2010-12-21,0
55,73326.98,590,10200.58,42.8,0.0,4.8,876.78,8,18367.68,Male,Full-Time,Bachelor,Education,West,Married,2019,36,2019-11-03,1
23,40894.43,538,21212.77,9.75,6.0,0.1,8421.67,0,15058.87,Male,Full-Time,High School,Car,South,Married,2024,36,2024-07-21,1
